23.06 - 21:00,Friendly,HC Jelgava Stars,['team_id=42152'],4:1,['match_id=897060599'],FireStorm,['team_id=10056']
,20:48,"Cyrille Boulanger - 1:5 (Joshua Adams, Vasile Halip)"
penalty player - Tomáš Pour4 on 5,24:41,
Antonín Sivák - 2:5 Behind the net(unassisted),29:31,
,30:02,Pulling the goalie
penalty player - Michal Pazdera4 on 5,34:40,
penalty player - Dalibor Frank4 on 5,40:00,
,40:00,Tactical points offense 5 defense 5
,46:06,"Joshua Adams - 2:6 (perfect pass Ilya Tonkonogov, Vasile Halip)"
,48:17,Francis Taukulis - 2:7 (unassisted)
penalty player - Tomáš Pour4 on 5,48:45,
penalty player - Antonín Sivák4 on 5,51:26,
,53:44,"Ernests Beļavskis - 2:8 (Vladimirs Znotiņš, Dzidris Skrastiņš)"
,55:43,Folmer Toft - 2:9 (genius pass Dennis Ivarsson)
penalty player - Aleš Havel4 on 5,56:08,
16.07 - 21:00,League 13.round,HC Jelgava Stars,['team_id=42152'],4:1,['match_id=897112384'],armijas vieniba,['team_id=22484']
Tactical points offense 5 defense 5,00:00,
"Maigonis Ušackis - 1:0 (Dennis Ivarsson, Folmer Toft)",01:22,
,02:59,"Juventín Malík - 1:1 Counter-attacks(perfect pass Richard Piatka, Blahoslav Liška)"
Pulling the goalie,03:58,
penalty player - Juris Norītis4 on 5,05:58,
"Francis Taukulis - 2:1 (average pass Atis Zilgalvis, Karl LoBianco)",12:00,
,15:58,penalty player - Antti Pelli4 on 5
Atis Zilgalvis - 3:1 PP(genius pass Dennis Ivarsson),17:31,
Tactical points offense 5 defense 5,20:00,
,22:59,penalty player - Matej Pavlačka4 on 5
,24:19,penalty player - Baltazár Brudňák3 on 5
penalty player - Alberts Timanovskis4 on 5,38:16,
Tactical points offense 5 defense 5,40:00,
"Folmer Toft - 4:1 Counter-attacks(excellent pass Leroy Sizemore, Dennis Ivarsson)",42:22,
penalty player - Juris Norītis4 on 5,59:25,
17.07 - 21:00,League 14.round,Bauskas Alkani,['team_id=946'],2:5,['match_id=897112400'],HC Jelgava Stars,['team_id=42152']
,00:00,Tactical points offense 5 defense 5
Mareks Ģērmanis - 1:0 Behind the net(Artūrs Danbergs),04:51,
,05:03,Pulling the goalie
,06:11,Atis Zilgalvis - 1:1 (excellent pass Karl LoBianco)
penalty player - Andris Saknis4 on 5,07:29,
penalty player - Vitālijs Liepa4 on 5,11:17,
,20:00,Tactical points offense 5 defense 5
,24:41,penalty player - Vasile Halip4 on 5
,27:28,Folmer Toft - 1:2 (Dennis Ivarsson)
,29:07,"Alberts Timanovskis - 1:3 (genius pass Vladimirs Znotiņš, Dzidris Skrastiņš)"
Aggressiveness +1,29:25,
,34:49,"Folmer Toft - 1:4 Counter-attacks(Dennis Ivarsson, Leroy Sizemore)"
Toms Pranģis - 2:4 (unassisted),35:04,
,40:00,Tactical points offense 5 defense 5
penalty player - Kristers Zelčs4 on 5,53:59,
,54:38,Atis Zilgalvis - 2:5 PP (Dennis Ivarsson)
18.07 - 21:00,Friendly,Hardec,['team_id=31611'],1:4,['match_id=897056841'],HC Jelgava Stars,['team_id=42152']
,00:00,Tactical points offense 5 defense 5
penalty player - Ondřej Sláma4 on 5,01:01,
,02:44,Staņislavs Bullītis - 0:1 PP (Alberts Timanovskis)
,14:38,penalty player - Edmunds Bambergs4 on 5
,19:35,penalty player - Jurģis Nagrebis4 on 5
,20:00,Tactical points offense 5 defense 5
penalty player - Ludvík Červenka4 on 5,29:27,
,33:35,"Maigonis Ušackis - 0:2 (Vladimirs Znotiņš, Ilya Tonkonogov)"
,35:46,Jurģis Nagrebis - 0:3 (genius pass Juris Norītis)
,40:00,Tactical points offense 5 defense 5
,41:20,Alberts Timanovskis - 0:4 (excellent pass Edgars Miķelsons)
"Petr Vašíček - 1:4 (excellent pass Hynek Svoboda, Martin David)",50:05,
penalty player - Petr Vašíček4 on 5,58:09,
19.07 - 21:00,League 15.round,HC Jelgava Stars,['team_id=42152'],6:0,['match_id=897112414'],Latvijas Patriots,['team_id=18769']
Tactical points offense 5 defense 5,00:00,
Atis Zilgalvis - 1:0 (Karl LoBianco),02:21,
penalty player - Atis Zilgalvis4 on 5,06:00,
,08:36,penalty player - Jurģis Krodzenieks4 on 5
,15:53,penalty player - Atis Ķesteris4 on 5
,16:14,penalty player - Deniss Laukubriedis3 on 5
Dennis Ivarsson - 2:0 PP(excellent pass Atis Zilgalvis),16:47,
Vasile Halip - 3:0 PP(neat pass Bohuslav Kotrba),17:56,
Tactical points offense 5 defense 5,20:00,
,22:01,penalty player - Juris Akmanis4 on 5
,32:00,penalty player - Guntis Lielais4 on 5
"Vasile Halip - 4:0 PP(neat pass Bohuslav Kotrba, Joshua Adams)",33:08,
,37:59,penalty player - Leonards Kalnājs4 on 5
Tactical points offense 5 defense 5,40:00,
penalty player - Leroy Sizemore4 on 5,41:02,
Folmer Toft - 5:0 (genius pass Dennis Ivarsson),43:34,
penalty player - Juris Norītis4 on 5,44:05,
,51:07,penalty player - Guntis Lielais4 on 5
"Atis Zilgalvis - 6:0 PP (Dennis Ivarsson, Petr Pozhnikov)",51:47,
,58:41,penalty player - Mārcis Bangēvičs4 on 5
20.07 - 21:00,League 16.round,HC Jelgava Stars,['team_id=42152'],6:3,['match_id=897112195'],HC #Dinamo Riga#,['team_id=7903']
Tactical points offense 5 defense 5,00:00,
"Vasile Halip - 1:0 Shots from blue line(Joshua Adams, Ernests Beļavskis)",04:36,
penalty player - Edmunds Bambergs4 on 5,06:57,
,10:55,penalty player - Rihards Murāts4 on 5
Vasile Halip - 2:0 PP (Ilya Tonkonogov),10:59,
penalty player - Dennis Ivarsson4 on 5,14:56,
penalty player - Juris Norītis4 on 5,18:33,
Tactical points offense 5 defense 5,20:00,
,27:50,penalty player - Rihards Murāts4 on 5
Folmer Toft - 3:0 PP(Ilya Tonkonogov),28:00,
Atis Zilgalvis - 4:0 (unassisted),32:03,
,32:46,Alfonso Bouzas - 4:1 Counter-attacks(genius pass Vidar Myrvold)
penalty player - Mário Iván4 on 5,34:03,
penalty player - Ernests Beļavskis4 on 5,39:58,
Tactical points offense 5 defense 5,40:00,
Ernests Beļavskis - 5:1 Shots from blue line(Joshua Adams),46:19,
,47:08,"Freddie Gustafsson - 5:2 Short passes(genius pass Nikolajs Miglinieks, John Hammonds)"
Pulling the goalie,47:21,
,49:24,penalty player - Freddie Gustafsson4 on 5
,49:46,penalty player - Jorma Laurell3 on 5
Folmer Toft - 6:2 PPrebound(Bohuslav Kotrba),50:00,
,59:55,Nikolay Kukin - 6:3 rebound(unassisted)
21.07 - 21:00,Friendly,Hardec,['team_id=31611'],1:6,['match_id=897056842'],HC Jelgava Stars,['team_id=42152']
,00:00,Tactical points offense 5 defense 5
,03:06,"Joshua Adams - 0:1 (Osvalds Jākabsons, Niks Silmacis)"
penalty player - Ondřej Sláma4 on 5,04:59,
,10:19,"Francis Taukulis - 0:2 (perfect pass Juris Norītis, Dzidris Skrastiņš)"
penalty player - Miroslav Srb4 on 5,18:04,
,20:00,Tactical points offense 5 defense 5
penalty player - Ladislav Dlouhý4 on 5,23:06,
penalty player - Jiří Studený4 on 5,27:07,
,30:31,Maigonis Ušackis - 0:3 (unassisted)
,37:39,"Uvis Vakseris - 0:4 (perfect pass Alberts Timanovskis, Edmunds Bambergs)"
Matěj Vaněk - 1:4 (neat pass Martin David),38:24,
,40:00,Tactical points offense 5 defense 5
penalty player - Ondřej Sláma4 on 5,41:02,
,48:26,"Vladimirs Znotiņš - 1:5 (excellent pass Maigonis Ušackis, Ilya Tonkonogov)"
,51:23,"Alberts Timanovskis - 1:6 Pressing, rebound(Uvis Vakseris)"
22.07 - 21:00,Friendly,HC Jelgava Stars,['team_id=42152'],5:2,['match_id=897056843'],Hardec,['team_id=31611']
Tactical points offense 5 defense 5,00:00,
,02:16,Matěj Vaněk - 0:1 (Petr Vašíček)
penalty player - Atis Zilgalvis4 on 5,08:00,
,12:58,penalty player - Ladislav Dlouhý4 on 5
penalty player - Atis Zilgalvis4 on 5,15:58,
,18:58,penalty player - Jonáš Šafařík4 on 5
Tactical points offense 5 defense 5,20:00,
,27:01,penalty player - Ladislav Dlouhý4 on 5
Francis Taukulis - 1:1 PP (unassisted),28:09,
penalty player - Dzidris Skrastiņš4 on 5,29:07,
,33:06,penalty player - Hynek Svoboda4 on 5
Tactical points offense 5 defense 5,40:00,
penalty player - Osvalds Jākabsons4 on 5,42:58,
penalty player - Maigonis Ušackis3 on 5,43:18,
,44:02,"Jonáš Šafařík - 1:2 PP(perfect pass Zahar  Truhinovich , Ondřej Sláma)"
"Joshua Adams - 2:2 SHrebound(genius pass Osvalds Jākabsons, Leroy Sizemore)",44:11,
"Alberts Timanovskis - 3:2 Pressing(excellent pass Edgars Miķelsons, Uvis Vakseris)",47:38,
Maigonis Ušackis - 4:2 (unassisted),52:36,
,55:17,penalty player - Rudolf Doležel4 on 5
Maigonis Ušackis - 5:2 (Vladimirs Znotiņš),58:21,
23.07 - 21:00,League 17.round,Rozetes,['team_id=20386'],5:6 ot,['match_id=897112205'],HC Jelgava Stars,['team_id=42152']
,00:00,Tactical points offense 5 defense 5
,02:44,penalty player - Juris Norītis4 on 5
Andris Kazainis - 1:0 Shots from blue line(unassisted),07:06,
,07:16,Pulling the goalie
penalty player - Viktors Aksenoks4 on 5,13:09,
penalty player - Herberts Prūsis4 on 5,16:57,
penalty player - Jūlijs Purvs4 on 5,19:12,
,20:00,Aggressiveness +1
Aggressiveness -1,20:00,
,20:00,Tactical points offense 5 defense 5
,20:31,penalty player - Ilya Tonkonogov4 on 4
Elias Wiklund - 2:0 (excellent pass Zmitser Liohin ),26:10,
penalty player - Alexander Lenniger4 on 5,27:04,
"Erkki Santaharju - 3:0 Shots from blue line(Andris Kazainis, Viesturs Ābols)",29:34,
,38:14,Ice time distribution 65/55/45/35
,40:00,Tactical points offense 5 defense 5
,40:07,"Joshua Adams - 3:1 rebound(excellent pass Mário Iván, Ilya Tonkonogov)"
Elias Wiklund - 4:1 (perfect pass Ģirts Kinbērs),40:23,
,46:07,"Vladimirs Znotiņš - 4:2 Checking(excellent pass Dzidris Skrastiņš, Alberts Timanovskis)"
penalty player - Gaidis Tālavnieks4 on 5,46:36,
,48:19,"Maigonis Ušackis - 4:3 PP (Dennis Ivarsson, Mário Iván)"
,49:34,"Folmer Toft - 4:4 (genius pass Dennis Ivarsson, Leroy Sizemore)"
,50:09,Aggressiveness +1
penalty player - August Heuriger4 on 5,51:38,
"Elias Wiklund - 5:4 Counter-attacks(perfect pass Gaidis Tālavnieks, Ģirts Kinbērs)",53:39,
,55:29,Folmer Toft - 5:5 (unassisted)
,60:00,Tactical points offense 5 defense 5
,63:30,Ernests Beļavskis - 5:6 (Joshua Adams)
24.07 - 21:00,League 18.round,HC Jelgava Stars,['team_id=42152'],3:0,['match_id=897112229'],Silikātu ledlauži,['team_id=22517']
Tactical points offense 5 defense 5,00:00,
Folmer Toft - 1:0 (unassisted),05:23,
,13:08,penalty player - 4 on 5
Atis Zilgalvis - 2:0 (Juris Norītis),16:34,
penalty player - Dzidris Skrastiņš4 on 5,17:12,
,17:41,penalty player - 4 on 4
Tactical points offense 5 defense 5,20:00,
penalty player - Ilya Tonkonogov4 on 5,23:58,
,29:58,penalty player - 4 on 5
"Atis Zilgalvis - 3:0 PP (Dennis Ivarsson, Maigonis Ušackis)",31:42,
penalty player - Jurģis Nagrebis4 on 5,33:43,
Tactical points offense 5 defense 5,40:00,
25.07 - 21:00,Friendly,HC Jelgava Stars,['team_id=42152'],5:2,['match_id=897056844'],Hardec,['team_id=31611']
Tactical points offense 5 defense 5,00:00,
"Niks Silmacis - 1:0 (excellent pass Cyrille Boulanger, Joshua Adams)",03:23,
,06:59,penalty player - Ladislav Dlouhý4 on 5
,11:03,penalty player - Jonáš Šafařík4 on 5
penalty player - Jurģis Nagrebis4 on 4,11:57,
,14:59,"Matěj Vaněk - 1:1 (neat pass Milan Novák, Martin David)"
penalty player - Edmunds Bambergs4 on 5,17:56,
Tactical points offense 5 defense 5,20:00,
"Ernests Beļavskis - 2:1 (Osvalds Jākabsons, Andris Kraulis)",30:03,
,30:27,Milan Novák - 2:2 (unassisted)
Pulling the goalie,32:01,
Tactical points offense 5 defense 5,40:00,
,42:59,penalty player - Ladislav Dlouhý4 on 5
Francis Taukulis - 3:2 PP(excellent pass Jurģis Nagrebis),43:02,
Atis Zilgalvis - 4:2 (excellent pass Jurģis Nagrebis),48:00,
"Staņislavs Bullītis - 5:2 (Alberts Timanovskis, Uvis Vakseris)",53:25,
26.07 - 21:00,League 19.round,ZibensX,['team_id=43025'],0:8,['match_id=897112235'],HC Jelgava Stars,['team_id=42152']
,00:00,Tactical points offense 5 defense 5
,01:22,Folmer Toft - 0:1 (Dennis Ivarsson)
,07:24,Staņislavs Bullītis - 0:2 Checking(Vladimirs Znotiņš)
,13:12,Leroy Sizemore - 0:3 (perfect pass Cyrille Boulanger)
,20:00,Tactical points offense 5 defense 5
penalty player - Atis Brūklenis4 on 5,21:00,
penalty player - Artūrs Lejiņš3 on 5,21:57,
,23:40,"Vasile Halip - 0:4 PP(Joshua Adams, Bohuslav Kotrba)"
,31:42,penalty player - Cyrille Boulanger4 on 5
penalty player - Māris Jostiņš4 on 4,32:36,
,38:08,"Mário Iván - 0:5 Shots from blue line(genius pass Ilya Tonkonogov, Ernests Beļavskis)"
,40:00,Tactical points offense 5 defense 5
,40:14,Vasile Halip - 0:6 (unassisted)
,43:00,Staņislavs Bullītis - 0:7 (perfect pass Alberts Timanovskis)
penalty player - Silvis Zaķis4 on 5,52:56,
,53:40,"Cyrille Boulanger - 0:8 PP (Dennis Ivarsson, Mário Iván)"
,56:40,penalty player - Ernests Beļavskis4 on 5
27.07 - 21:00,League 20.round,HC Jelgava Stars,['team_id=42152'],1:6,['match_id=897112263'],HC Anaheim,['team_id=19579']
,00:00,Tactical points offense 4 defense 6
Tactical points offense 5 defense 5,00:00,
,03:56,penalty player - Edgars Zemturs4 on 5
,12:34,Mārtiņš Engurs - 0:1 Short passes(genius pass Hannu Kalaja)
Pulling the goalie,12:50,
Aggressiveness +1,20:00,
Tactical points offense 5 defense 5,20:00,
,20:00,Tactical points offense 4 defense 6
,21:14,penalty player - Armands Skrastiņš4 on 5
penalty player - Atis Zilgalvis4 on 5,24:31,
penalty player - Juris Norītis4 on 5,30:33,
,32:08,Mārtiņš Engurs - 0:2 PP(unassisted)
"Jurģis Nagrebis - 1:2 Counter-attacks(excellent pass Atis Zilgalvis, Juris Norītis)",32:10,
,33:30,Mārtiņš Engurs - 1:3 Short passes(Hannu Kalaja)
penalty player - Atis Zilgalvis4 on 5,35:24,
,37:08,Mārtiņš Engurs - 1:4 PP(unassisted)
Ice time distribution 65/55/45/35,38:11,
,38:32,penalty player - Dalibor Benčat4 on 5
,39:08,Sumiteru Hanabusa - 1:5 SH(genius pass Jo Öttl)
Tactical points offense 5 defense 5,40:00,
,40:00,Tactical points offense 5 defense 5
,48:29,penalty player - Rolands Zālītis4 on 5
,49:52,penalty player - Axel  Allebosch3 on 5
,53:53,penalty player - Pāvels Linga4 on 5
,56:05,"Mārtiņš Engurs - 1:6 (genius pass Hannu Kalaja, Jānis Cipāns)"
28.07 - 21:00,Friendly,HC Jelgava Stars,['team_id=42152'],7:3,['match_id=897263998'],Lokomotive Marline,['team_id=59264']
Tactical points offense 5 defense 5,00:00,
,00:59,penalty player - Koit Urb4 on 5
,04:21,Teet Klasman - 0:1 (unassisted)
,06:53,"Teet Klasman - 0:2 (perfect pass Jaako Gailit, Ardu Tähnas)"
,09:03,penalty player - Koit Urb4 on 5
"Uvis Vakseris - 1:2 PP (Alberts Timanovskis, Edgars Miķelsons)",09:41,
,10:04,"Teet Klasman - 1:3 (perfect pass Jaako Gailit, Ardu Tähnas)"
Goalie has temporarily lost his confidence in himself,10:04,
Ilya Tonkonogov - 2:3 (perfect pass Petr Pozhnikov),12:53,
,15:22,penalty player - Ardu Tähnas4 on 5
,18:03,penalty player - Henrik Uibo4 on 5
Tactical points offense 5 defense 5,20:00,
,20:45,penalty player - Henrik Uibo4 on 5
"Maigonis Ušackis - 3:3 (excellent pass Vladimirs Znotiņš, Ilya Tonkonogov)",23:11,
"Joshua Adams - 4:3 (excellent pass Mário Iván, Niks Silmacis)",24:18,
Ernests Beļavskis - 5:3 (Joshua Adams),32:00,
penalty player - Juris Norītis4 on 5,32:32,
,37:07,penalty player - Henrik Uibo4 on 5
Tactical points offense 5 defense 5,40:00,
Dzidris Skrastiņš - 6:3 (genius pass Juris Norītis),40:18,
,41:57,penalty player - Toomas Niibo4 on 5
"Francis Taukulis - 7:3 (Juris Norītis, Jurģis Nagrebis)",46:46,
,48:59,penalty player - Rain Looke4 on 5
,58:55,penalty player - Koit Lapsan4 on 5
,59:21,penalty player - Imre Stern3 on 5
29.07 - 21:00,Friendly,HC KOVO Děčín,['team_id=29682'],2:4,['match_id=897265069'],HC Jelgava Stars,['team_id=42152']
,00:00,Tactical points offense 5 defense 5
,03:54,penalty player - Cyrille Boulanger4 on 5
,08:02,Vladimirs Znotiņš - 0:1 Counter-attacks(excellent pass Petr Pozhnikov)
"Vjačeslavs Plēpis - 1:1 (genius pass , Intis Caps)",09:00,
penalty player - Boleslav Novák4 on 5,09:50,
Mattias Schilt - 2:1 (genius pass Zikmund Kašpárek),18:14,
,20:00,Tactical points offense 5 defense 5
,22:20,Francis Taukulis - 2:2 Counter-attacks(Vladimirs Znotiņš)
,25:28,Folmer Toft - 2:3 (Osvalds Jākabsons)
,32:05,penalty player - Cyrille Boulanger4 on 5
,35:05,penalty player - Staņislavs Bullītis4 on 5
,40:00,penalty player - Edmunds Bambergs4 on 5
,40:00,Tactical points offense 5 defense 5
penalty player - Patrik Kubica4 on 4,40:47,
,42:14,"Atis Zilgalvis - 2:4 PP (Dennis Ivarsson, Edmunds Bambergs)"
,46:15,penalty player - Edmunds Bambergs4 on 5
penalty player - Vadim Kalinchuk4 on 5,59:06,
30.07 - 21:00,League 21.round,HC Jelgava Stars,['team_id=42152'],4:3 sh,['match_id=897112265'],MeemaisTeam,['team_id=43795']
Tactical points offense 5 defense 5,00:00,
,03:24,Žanis Fejers - 0:1 Behind the net(Bronislav Harkov)
penalty player - Vladimirs Znotiņš4 on 5,07:01,
,10:02,penalty player - Ľudovít Kiss4 on 5
"Folmer Toft - 1:1 Counter-attacks(Bohuslav Kotrba, Leroy Sizemore)",13:11,
penalty player - Folmer Toft4 on 5,17:08,
Tactical points offense 5 defense 5,20:00,
,23:12,"Igors Vizulis - 1:2 Behind the net(genius pass Flavian Beccarelli, Rūdis Miezītis)"
Aggressiveness +1,24:06,
Pulling the goalie,24:06,
,27:04,penalty player - Flavian Beccarelli4 on 5
penalty player - Mário Iván4 on 5,30:03,
,31:32,penalty player - Zigurds Bērziņš4 on 4
,37:46,"Ashton McLean - 1:3 (perfect pass Uldis Kalndruva, Pertti Palmi)"
Ice time distribution 65/55/45/35,38:32,
Tactical points offense 5 defense 5,40:00,
Cyrille Boulanger - 2:3 Checking(Alberts Timanovskis),49:32,
,57:44,penalty player - Niks Ķirsis4 on 5
"Joshua Adams - 3:3 PP(perfect pass Ilya Tonkonogov, Folmer Toft)",57:51,
Aggressiveness +1,57:51,
Tactical points offense 5 defense 5,60:00,
Cyrille Boulanger - 4:3 ,66:10,
31.07 - 21:00,League 22.round,vairogs,['team_id=7709'],3:2 sh,['match_id=897112295'],HC Jelgava Stars,['team_id=42152']
,00:00,Tactical points offense 5 defense 5
penalty player - Vitolds Meļķe4 on 5,05:05,
,05:42,Maigonis Ušackis - 0:1 PP (Dennis Ivarsson)
,12:33,penalty player - Mário Iván4 on 5
,20:00,Tactical points offense 5 defense 5
penalty player - Rūdis Vamzis4 on 5,20:54,
penalty player - Arnolds Zālmanis3 on 5,21:16,
penalty player - Jean-Christophe Brault4 on 5,31:50,
penalty player - Artūrs Āķis4 on 5,34:23,
,37:18,penalty player - Juris Norītis4 on 5
Vitolds Meļķe - 1:1 PP(genius pass Grgo Đipalo),37:28,
,37:28,Pulling the goalie
,40:00,Aggressiveness +1
,40:00,Tactical points offense 5 defense 5
,45:12,"Maigonis Ušackis - 1:2 Counter-attacks(neat pass Bohuslav Kotrba, Dennis Ivarsson)"
"Vitolds Meļķe - 2:2 rebound(neat pass Arnolds Zālmanis, Grgo Đipalo)",47:34,
penalty player - Alvis Starkovs4 on 5,53:19,
penalty player - Rūdis Vamzis3 on 5,54:12,
penalty player - Arnolds Zālmanis3 on 5,55:46,
,60:00,Tactical points offense 5 defense 5
Rūdis Vamzis - 3:2 ,65:10,
01.08 - 19:00,Friendly,DELTA,['team_id=40080'],6:0,['match_id=897267297'],HC Jelgava Stars,['team_id=42152']
,00:00,Tactical points offense 5 defense 5
penalty player - Tamash Ahurok4 on 5,04:04,
 - 1:0 (unassisted),07:28,
"Fabián Harman - 2:0 (Matěj Novotný, Felix Matějíček)",08:46,
Jaroslav Krupička - 3:0 (),11:35,
,11:35,Goalie has temporarily lost his confidence in himself
,16:31,penalty player - Maigonis Ušackis4 on 5
penalty player - 4 on 4,17:20,
,20:00,Tactical points offense 5 defense 5
"Felix Matějíček - 4:0 rebound(genius pass Matěj Novotný, Anton Mishkin)",22:39,
Reto Szucher - 5:0 (Felix Matějíček),24:42,
penalty player - Grigore Buzoianu4 on 5,25:09,
,31:59,penalty player - Vladimirs Znotiņš4 on 5
penalty player - Felix Matějíček4 on 4,32:14,
penalty player - Tamash Ahurok4 on 5,38:15,
,40:00,Tactical points offense 5 defense 5
penalty player - Anton Mishkin4 on 5,41:16,
Reto Szucher - 6:0 (Felix Matějíček),48:53,
,49:20,Pulling the goalie
,50:23,penalty player - Andris Kraulis4 on 5
,52:55,penalty player - Vladimirs Znotiņš4 on 5
02.08 - 21:00,League 23.round,HC Jelgava Stars,['team_id=42152'],1:2,['match_id=897112299'],Riga Par Dinamo,['team_id=20428']
Tactical points offense 5 defense 5,00:00,
,05:30,Marek Nováček - 0:1 Counter-attacks(Jānis Sirsniņš)
penalty player - Maigonis Ušackis4 on 5,08:56,
,13:52,penalty player - Jan Dolejší4 on 5
Aggressiveness +1,20:00,
Tactical points offense 5 defense 5,20:00,
,31:57,penalty player - Holger Roolf4 on 5
,36:58,penalty player - Vyacheslav Razumovskiy4 on 5
Ice time distribution 65/55/45/35,38:28,
,39:27,Šimon Přibyl - 0:2 rebound(Ernests Lācplēsējs)
Pulling the goalie,39:58,
Tactical points offense 5 defense 5,40:00,
,54:00,penalty player - Clark Moss4 on 5
Joshua Adams - 1:2 PP(perfect pass Ilya Tonkonogov),54:01,
penalty player - Ernests Beļavskis4 on 5,57:05,
03.08 - 21:00,League 24.round,Rīgas SKS,['team_id=25255'],4:1,['match_id=897112325'],HC Jelgava Stars,['team_id=42152']
,00:00,Tactical points offense 5 defense 5
"Mārcis Deksnis - 1:0 Counter-attacks(average pass Vitālijs Mellups, Silvestrs Krūmiņš)",05:23,
,07:57,penalty player - Folmer Toft4 on 5
Aleksandrs Ozoliņš - 2:0 (Havel Navrátil),14:00,
,14:35,Pulling the goalie
,20:00,Aggressiveness +1
,20:00,Tactical points offense 5 defense 5
,27:03,"Jurģis Nagrebis - 2:1 (genius pass Alberts Timanovskis, Dzidris Skrastiņš)"
penalty player - Adrians Grasis4 on 5,29:55,
,30:12,penalty player - Bohuslav Kotrba4 on 4
,33:13,penalty player - Edgars Miķelsons4 on 5
,38:15,Ice time distribution 65/55/45/35
,40:00,Tactical points offense 5 defense 5
Andris Nadziņš - 3:1 Counter-attacks(poor pass Vinícius de Oliveira),44:39,
Aleksandrs Ozoliņš - 4:1 Checking(neat pass Leonīds Reinholds),52:17,
penalty player - Ekrem Matijašević4 on 5,57:45,
04.08 - 21:00,Friendly,HC Jelgava Stars,['team_id=42152'],2:3,['match_id=897270768'],Bajen Fans Hockey,['team_id=1529']
Tactical points offense 5 defense 5,00:00,
penalty player - Edmunds Bambergs4 on 5,04:38,
,05:21,Joel Eklund - 0:1 PP(poor pass Christoffer Lähtenmääki)
penalty player - Andris Kraulis4 on 5,11:38,
,12:52,"Manfred Backlund - 0:2 PP(neat pass Christoffer Lähtenmääki, Joel Eklund)"
penalty player - Edmunds Bambergs4 on 5,13:55,
"Vasile Halip - 1:2 (excellent pass Jurģis Nagrebis, Staņislavs Bullītis)",16:14,
,18:01,penalty player - Austris Gaisiņš4 on 5
Tactical points offense 5 defense 5,20:00,
,21:03,penalty player - Emil Sedin4 on 5
,26:01,penalty player - Hannes Sandin4 on 5
,29:42,penalty player - Eskil Svedberg4 on 5
"Vladimirs Znotiņš - 2:2 PP(genius pass Juris Norītis, Leroy Sizemore)",31:24,
penalty player - Edvards Feldmanis4 on 5,38:18,
Tactical points offense 5 defense 5,40:00,
,41:17,penalty player - Lars Sandström4 on 5
,50:53,Joel Eklund - 2:3 (poor pass Manfred Backlund)
penalty player - Edmunds Bambergs4 on 5,55:47,
05.08 - 21:00,Friendly,HC Jelgava Stars,['team_id=42152'],6:4,['match_id=897270757'],Šarišan Prešov,['team_id=38765']
Tactical points offense 5 defense 5,00:00,
"Joshua Adams - 1:0 (excellent pass Petr Pozhnikov, Niks Silmacis)",02:42,
,05:27,"Michal Bayer - 1:1 Checking(Ľubomír Mitrík, Svorad Puška)"
Folmer Toft - 2:1 (Osvalds Jākabsons),08:42,
Niks Silmacis - 3:1 (genius pass Joshua Adams),14:02,
,14:31,penalty player - Matej Kučera4 on 5
penalty player - Edmunds Bambergs4 on 4,15:28,
Tactical points offense 5 defense 5,20:00,
,23:40,Romeo Píla - 3:2 Counter-attacks(unassisted)
,24:08,penalty player - Matej Kučera4 on 5
Uvis Vakseris - 4:2 (perfect pass Joshua Adams),28:53,
,30:07,Pulling the goalie
,31:29,"Alexander Mikláš - 4:3 (Kamil Kúsek, Matej Kučera)"
Pulling the goalie,32:04,
penalty player - Andris Kraulis4 on 5,33:03,
,34:28,penalty player - Zdeno Dian4 on 4
"Uvis Vakseris - 5:3 (perfect pass Joshua Adams, Edvards Feldmanis)",39:25,
Tactical points offense 5 defense 5,40:00,
,42:40,penalty player - Dušan Repák4 on 5
"Folmer Toft - 6:3 PPrebound(perfect pass Jurģis Nagrebis, Osvalds Jākabsons)",43:50,
,53:02,penalty player - Matej Kučera4 on 5
,55:05,"Alexander Mikláš - 6:4 Counter-attacks(Kamil Kúsek, Patrik Gurský)"
06.08 - 21:00,League 25.round,HC Jelgava Stars,['team_id=42152'],1:4,['match_id=897112333'],Soda Beņķa Sildītāji,['team_id=28975']
Tactical points offense 5 defense 5,00:00,
,01:20,Filip Chvojka - 0:1 Counter-attacks(unassisted)
,06:41,"Gundars Zikmans - 0:2 (Filip Chvojka, Ronald Kleinejasper)"
Pulling the goalie,07:01,
penalty player - Karl LoBianco4 on 5,08:56,
,11:56,penalty player - Gundars Zikmans4 on 5
,19:06,Gundars Zikmans - 0:3 Counter-attacks(genius pass Filip Chvojka)
Aggressiveness +1,20:00,
Tactical points offense 5 defense 5,20:00,
"Cyrille Boulanger - 1:3 Shots from blue line(Joshua Adams, Ernests Beļavskis)",22:20,
penalty player - Maigonis Ušackis4 on 5,29:00,
,31:23,"Gundars Zikmans - 1:4 Counter-attacks(Gustav Lindblad, Ronald Kleinejasper)"
,35:47,penalty player - Martin Mládek4 on 5
Ice time distribution 65/55/45/35,38:01,
Tactical points offense 5 defense 5,40:00,
penalty player - Folmer Toft4 on 5,47:39,
,50:24,penalty player - Raymond Michel4 on 5
,52:48,penalty player - Martin Mládek4 on 5
penalty player - Bohuslav Kotrba4 on 5,55:29,
